pm2_5_AQI,pm10_AQI,nitrogen_dioxide_AQI,carbon_monoxide_AQI,sulphur_dioxide_AQI,AQI_val
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
43.75,14.444444444444445,18.4375,8.0,5.875,43.75
45.833333333333336,15.277777777777779,16.5,7.9,5.3125,45.833333333333336
47.91666666666667,15.925925925925926,13.75,7.75,4.625,47.91666666666667
52.261802575107296,17.685185185185187,10.625,7.6,3.9375,52.261802575107296
56.88841201716738,20.74074074074074,8.875,7.55,3.9375,56.88841201716738
58.15021459227468,21.574074074074076,7.5,7.55,4.25,58.15021459227468
58.36051502145923,21.75925925925926,8.0,7.6,4.9375,58.36051502145923
60.042918454935624,22.962962962962965,9.1875,7.55,5.625,60.042918454935624
60.67381974248927,23.333333333333332,11.5,7.5,6.5,60.67381974248927
60.46351931330473,23.14814814814815,23.0625,8.1,7.9375,60.46351931330473
67.61373390557941,27.685185185185183,45.0625,9.4,9.1875,67.61373390557941
70.55793991416309,29.537037037037035,74.1179487179487,11.200000000000001,10.625,74.1179487179487
63.407725321888414,24.814814814814817,86.49358974358975,12.25,10.1875,86.49358974358975
62.56652360515022,24.25925925925926,85.67692307692306,13.100000000000001,11.4375,85.67692307692306
61.09442060085837,22.77777777777778,84.42051282051281,14.299999999999999,13.125,84.42051282051281
61.30472103004292,22.685185185185187,81.65641025641027,15.85,14.75,81.65641025641027
63.197424892703864,23.88888888888889,78.07564102564102,16.900000000000002,14.5625,78.07564102564102
69.2961373390558,27.59259259259259,73.5525641025641,17.95,13.75,73.5525641025641
71.3991416309013,28.88888888888889,68.77820512820513,18.5,13.3125,71.3991416309013
69.92703862660944,28.148148148148145,67.83589743589744,17.95,14.3125,69.92703862660944
67.82403433476395,26.85185185185185,68.15,16.75,15.875,68.15
64.45922746781116,24.814814814814817,66.26538461538462,14.85,17.5625,66.26538461538462
60.25321888412017,22.685185185185187,61.23974358974359,13.15,18.1875,61.23974358974359
55.836909871244636,19.814814814814813,54.329487179487174,11.200000000000001,18.5625,55.836909871244636
23.750000000000004,7.962962962962963,32.6875,9.049999999999999,16.3125,32.6875
27.083333333333336,8.981481481481481,28.9375,8.55,13.8125,28.9375
30.000000000000004,9.814814814814815,23.625,7.9,10.25,30.000000000000004
32.91666666666667,10.74074074074074,17.4375,7.249999999999999,6.6875,32.91666666666667
42.91666666666667,13.796296296296296,14.125,7.199999999999999,5.9375,42.91666666666667
47.08333333333334,15.277777777777779,11.5625,7.3999999999999995,6.1875,47.08333333333334
49.16666666666667,15.925925925925926,11.0625,7.7,7.25,49.16666666666667
51.21030042918455,16.574074074074073,13.1875,7.8,8.6875,51.21030042918455
52.892703862660944,17.77777777777778,17.3125,7.95,10.625,52.892703862660944
53.94420600858369,18.796296296296298,27.625,8.450000000000001,13.0625,53.94420600858369
57.30901287553648,21.01851851851852,42.3125,9.25,14.375,57.30901287553648
58.15021459227468,21.574074074074076,60.86282051282051,10.25,15.5,60.86282051282051
63.82832618025751,25.27777777777778,89.00641025641025,12.3,15.6875,89.00641025641025
60.042918454935624,22.87037037037037,87.05897435897435,12.4,16.6875,87.05897435897435
57.30901287553648,20.74074074074074,84.2948717948718,12.6,18.125,84.2948717948718
55.836909871244636,19.62962962962963,80.58846153846153,12.8,19.5,80.58846153846153
55.41630901287554,19.25925925925926,78.38974358974359,12.9,19.625,78.38974358974359
55.20600858369099,19.166666666666668,76.31666666666666,12.9,19.3125,76.31666666666666
55.836909871244636,19.35185185185185,73.23846153846154,13.15,18.6875,73.23846153846154
57.30901287553648,20.277777777777775,71.1025641025641,13.750000000000002,18.125,71.1025641025641
61.72532188841202,22.87037037037037,68.90384615384616,14.549999999999999,17.4375,68.90384615384616
63.197424892703864,23.88888888888889,63.06153846153846,14.799999999999999,16.625,63.197424892703864
61.72532188841202,24.166666666666668,54.01538461538461,13.55,16.4375,61.72532188841202
