ISBN,Score
9791186589021,6.0
9791186589014,9.7
9791186589007,10.0
9791186588970,9.7
9791186588956,9.4
9791186588895,9.1
9791186588871,9.6
9791186588772,9.5
9791186588314,9.8
9791186578476,9.5
9791186561805,6.9
9791186560976,9.5
9791186560952,8.8
9791186560792,9.7
9791186560785,9.1
9791186560747,9.8
9791186560655,9.3
9791186560204,9.5
9791186560129,9.6
9791186560112,9.8
9791186559628,
9791186552735,
9791186552704,
9791186552698,10.0
9791186552681,10.0
9791186552674,10.0
9791186552667,10.0
9791186552650,10.0
9791186542637,10.0
9791186542200,9.6
9791186542187,8.9
9791186531969,9.5
9791186531860,9.6
9791186531808,10.0
9791186531778,10.0
9791186531761,
9791186531679,10.0
9791186531648,9.4
9791186531631,
9791186531525,10.0
9791186531303,9.8
9791186518328,8.8
9791186517949,9.1
9791186499375,9.3
9791186494660,9.5
9791186494622,9.8
9791186494615,9.8
9791186494592,9.8
9791186494561,9.7
9791186494530,9.8
9791186494479,9.6
9791186494431,9.4
9791186494103,9.1
9791186490914,9.8
9791186490839,9.9
9791186490785,
9791186490778,9.4
9791186490600,9.1
9791186490525,10.0
9791186490518,9.4
9791186490105,9.5
9791186472989,9.7
9791186472927,10.0
9791186472903,10.0
9791186472859,
9791186472842,
9791186472835,9.8
9791186472828,
9791186472514,9.7
9791186472484,9.5
9791186472477,8.8
9791186472460,10.0
9791186472453,9.7
9791186463499,10.0
9791186463055,9.3
9791186452707,9.7
9791186419694,10.0
9791186419618,10.0
9791186419557,9.6
9791186419472,9.8
9791186419458,9.4
9791186419045,9.6
9791186400036,7.0
9791186389065,9.1
9791186372845,9.5
9791186372838,8.7
9791186372821,9.4
9791186372791,9.7
9791186372005,10.0
9791186361894,9.4
9791186361542,10.0
9791186361399,8.5
9791186361368,9.3
9791186358788,9.1
9791186358580,9.9
9791186358320,8.8
9791186351338,
9791186351062,9.7
9791186343135,9.3
9791186342329,
9791186342305,10.0
9791186342169,9.3
9791186340691,9.4
9791186340257,8.6
9791186340240,8.6
9791186316191,9.7
9791186315033,8.0
9791186293935,8.7
9791186288474,9.6
9791186288450,9.3
9791186288436,9.3
9791186276983,9.4
9791186276907,9.4
9791186276600,9.4
9791186274866,9.7
9791186274859,9.9
9791186274798,8.5
9791186274637,9.4
9791186274156,8.7
9791186256923,8.1
9791186253090,9.7
9791186253052,9.0
9791186253007,9.6
9791186245385,9.6
9791186222270,9.6
9791186222188,9.4
9791186222089,9.9
9791186213810,9.9
9791186213698,9.7
9791186213674,9.8
9791186213629,9.6
9791186213612,9.8
9791186213582,9.9
9791186213520,9.7
9791186213445,9.8
9791186213391,9.6
9791186213377,9.9
9791186213360,9.6
9791186213278,9.9
9791186213261,9.8
9791186213254,9.6
9791186213186,9.4
9791186213179,9.9
9791186213155,9.8
9791186213148,9.8
9791186201954,10.0
9791186201909,10.0
9791186201886,10.0
9791186201879,9.9
9791186201855,10.0
9791186201848,9.9
9791186201817,10.0
9791186201794,9.9
9791186201763,9.8
9791186201725,9.9
9791186201640,10.0
9791186201596,9.9
9791186201541,10.0
9791186201534,9.3
9791186201527,10.0
9791186201510,10.0
9791186201503,10.0
9791186201497,9.8
9791186201480,10.0
9791186201473,9.5
9791186201466,10.0
9791186201459,10.0
9791186201442,9.7
9791186201435,9.9
9791186201350,10.0
9791186201343,9.9
9791186201336,10.0
9791186201275,9.7
9791186201138,9.3
9791186201121,9.3
9791186201107,9.3
9791186201091,9.6
9791186201084,9.8
9791186198698,9.0
9791186198520,8.8
9791186198476,8.5
9791186198230,7.7
9791186195574,8.8
9791186182758,9.7
9791186179468,9.7
9791186151464,9.6
9791186151433,9.5
9791186151419,9.6
9791186137956,9.8
9791186137949,8.4
9791186137925,9.5
9791186137864,9.3
9791186137635,9.1
9791186137413,9.1
9791186118405,9.5
9791186117651,10.0
9791186117637,9.5
9791186117620,9.5
9791186117590,9.4
9791186117446,9.7
9791186117347,9.3
9791186117002,9.5
9791186116227,
9791186116173,8.6
9791186075784,10.0
9791186075616,10.0
9791186075449,9.3
9791186075296,9.3
9791186075203,9.0
9791186073971,
9791186073834,8.5
9791186073681,9.6
9791186073605,9.4
9791186073575,9.6
9791186073551,
9791186065099,9.4
9791186065051,7.7
9791186061763,7.4
9791186039717,8.6
9791186039700,9.9
9791186008386,7.3
9791186008324,9.4
9791186008317,9.2
9791186008232,8.2
9791186000274,8.1
9791185996523,9.3
9791185994598,9.7
9791185992259,9.7
9791185992242,9.3
9791185992136,9.3
9791185992006,9.4
9791185973654,9.8
9791185959979,10.0
9791185959184,9.8
9791185954714,9.8
9791185954707,9.5
9791185954561,9.1
9791185954530,9.6
9791185952987,9.2
9791185952826,9.4
9791185952659,9.8
9791185952352,9.5
9791185952123,9.4
9791185934631,10.0
9791185934556,10.0
9791185934495,9.7
9791185934365,9.4
9791185934273,9.8
9791185934211,9.9
9791185928227,9.9
9791185928111,10.0
9791185928081,9.9
9791185903743,9.8
9791185903262,9.7
9791185903118,9.6
9791185903095,9.6
9791185903064,9.7
9791185890678,9.8
9791185890425,8.0
9791185876726,9.8
9791185876375,9.3
9791185876153,10.0
9791185871936,10.0
9791185871752,10.0
9791185871608,9.8
9791185871486,9.5
9791185871196,9.6
9791185853925,
9791185853819,9.6
9791185853802,
9791185853611,
9791185853581,
9791185853567,
9791185853536,
9791185853383,
9791185853345,
9791185853314,
9791185853291,
9791185853284,
9791185853215,
9791185853192,
9791185853147,
9791185853079,
9791185853017,
9791185851150,9.6
9791185851075,9.3
9791185851044,9.4
9791185831978,9.9
9791185831459,9.9
9791185823768,10.0
9791185823638,9.8
9791185823614,9.5
9791185823584,9.6
9791185823270,9.0
9791185801261,9.8
9791185801148,10.0
9791185801117,9.7
9791185801087,10.0
9791185786995,9.7
9791185786964,9.9
9791185786940,9.7
9791185786698,9.7
9791185786407,9.5
9791185786353,9.3
9791185786322,9.1
9791185786261,
9791185786247,9.8
9791185786162,9.8
9791185786070,9.7
9791185785455,9.8
9791185785431,8.3
9791185785417,9.1
9791185785387,9.5
9791185751979,9.4
9791185751917,9.5
9791185751795,9.6
9791185751337,9.7
9791185751177,9.9
9791185751153,9.8
9791185751016,9.9
9791185730172,8.6
9791185716961,
9791185716862,9.1
9791185716640,9.2
9791185716541,9.1
9791185716534,
9791185716435,9.0
9791185716039,
9791185711157,6.0
9791185711140,
9791185676654,9.5
9791185653709,9.7
9791185653129,10.0
9791185651965,8.0
9791185628189,9.5
9791185628066,9.1
9791185585895,9.5
9791185585826,8.2
9791185585772,10.0
9791185585710,8.6
9791185585611,4.0
9791185585314,8.5
9791185584454,8.3
9791185578606,9.0
9791185578491,9.8
9791185578347,10.0
9791185578040,9.3
9791185564999,9.3
9791185564968,9.9
9791185564951,9.7
9791185564333,9.4
9791185564272,9.6
9791185564258,9.3
9791185564234,9.6
9791185564227,9.8
9791185564210,9.7
9791185564180,9.8
9791185564173,9.2
9791185564142,9.9
9791185564128,9.7
9791185564074,9.8
9791185564050,9.5
9791185564036,9.4
9791185564012,9.0
9791185541921,9.7
9791185541815,8.8
9791185541754,9.8
9791185541662,9.2
9791185541488,9.5
9791185541402,9.6
9791185541280,9.4
9791185541006,9.1
9791185521893,9.0
9791185521725,10.0
9791185521718,10.0
9791185521459,9.3
9791185521206,10.0
9791185494944,9.4
9791185494937,10.0
9791185494784,8.8
9791185494753,9.9
9791185494715,8.6
9791185494692,9.7
9791185494678,
9791185494586,
9791185494579,
9791185494371,10.0
9791185494098,9.4
9791185482927,
9791185482903,
9791185475318,10.0
9791185473895,9.5
9791185473864,9.7
9791185473741,9.9
9791185473673,9.4
9791185473635,9.4
9791185473611,9.7
9791185473598,9.0
9791185473574,9.8
9791185473284,9.1
9791185473277,9.4
9791185459912,9.7
9791185459707,8.9
9791185459578,9.6
9791185459547,9.5
9791185459523,9.3
9791185459431,9.3
9791185459271,9.1
9791185455174,9.9
9791185446349,
9791185439617,8.5
9791185439068,9.0
9791185439044,9.0
9791185435923,9.4
9791185435817,9.6
9791185435756,9.7
9791185435725,8.8
9791185435688,8.8
9791185435602,9.5
9791185435541,10.0
9791185435503,9.2
9791185435466,8.7
9791185435442,6.6
9791185435343,9.2
9791185435008,9.1
9791185431529,8.0
9791185430836,8.7
9791185430256,8.8
9791185430157,8.1
9791185430089,
9791185419961,8.4
9791185419633,9.2
9791185419121,9.3
9791185415420,10.0
9791185415390,10.0
9791185415345,9.8
9791185415338,8.4
9791185415178,10.0
9791185407661,
9791185407654,
9791185402444,9.8
9791185402437,9.5
9791185402420,9.5
9791185402413,9.8
9791185402345,9.7
9791185402321,9.6
9791185402307,9.7
9791185401478,9.8
9791185394763,9.9
9791185394497,9.7
9791185394244,9.8
9791185394237,9.5
9791185394121,9.7
9791185392998,9.0
9791185392967,9.8
9791185392776,9.8
9791185392530,9.6
9791185392158,9.5
9791185392134,9.6
9791185392080,8.7
9791185370491,9.7
9791185370330,
9791185359359,9.8
9791185346946,9.2
9791185346182,7.3
9791185346144,8.9
9791185330921,9.4
9791185330549,9.3
9791185327013,10.0
9791185311272,
9791185311265,
9791185311258,
9791185311241,
9791185311197,
9791185311135,
9791185306223,9.2
9791185299976,9.6
9791185299426,10.0
9791185299044,9.7
9791185298979,10.0
9791185298467,10.0
9791185272573,9.3
9791185272528,9.3
9791185271385,9.1
9791185237435,10.0
9791185237374,
9791185237343,9.6
9791185237282,10.0
9791185230368,8.7
9791185230191,8.2
9791185193977,9.9
9791185193861,9.9
9791185193649,9.6
9791185190488,8.9
9791185190464,8.3
9791185190457,9.1
9791185190433,9.1
9791185186917,9.9
9791185186870,10.0
9791185186856,9.8
9791185173801,10.0
9791185173788,9.8
9791185173726,9.9
9791185173696,9.9
9791185173689,10.0
9791185173665,9.9
9791185173641,10.0
9791185173634,10.0
9791185173535,9.6
9791185173481,9.8
9791185173412,9.8
9791185173276,9.7
9791185173245,9.8
9791185173214,9.9
9791185173177,
9791185173092,9.9
9791185173061,9.9
9791185173054,9.5
9791185173047,9.9
9791185173030,9.9
9791185173023,9.5
9791185153438,9.5
9791185152783,8.9
9791185152516,9.3
9791185152431,9.3
9791185152196,9.2
9791185141305,9.1
9791185134536,9.4
9791185104652,9.0
9791185104454,9.3
9791185104119,8.7
9791185093918,9.3
9791185082295,9.9
9791185082288,9.8
9791185082240,9.6
9791185072418,9.5
9791185072401,9.5
9791185072067,10.0
9791185057439,
9791185053486,9.8
9791185051888,8.6
9791185051871,8.8
9791185051826,9.5
9791185051215,8.6
9791185051093,8.9
9791185051062,9.2
9791185047027,
9791185035499,9.0
9791185035444,8.9
9791185021966,8.9
9791185021737,8.7
9791185018935,10.0
9791185018812,10.0
9791185018799,10.0
9791185014838,9.1
9791185014531,9.1
9791185014517,8.5
9791185014456,9.1
9791170520511,9.8
9791170479147,
9791170478683,9.8
9791170441168,9.9
9791170441045,9.4
9791170441021,9.9
9791170440864,9.8
9791170440697,9.9
9791170440642,9.7
9791170440512,9.9
9791170440482,8.2
9791170440420,9.9
9791170440345,10.0
9791170440239,9.7
9791170440147,9.8
9791170440062,9.3
9791170440048,9.3
9791170440031,10.0
9791170440024,10.0
9791170432432,9.7
9791170432401,9.8
9791170432333,9.7
9791170432234,9.3
9791170432050,9.4
9791170432043,9.2
9791170432029,9.5
9791170431923,9.7
9791170431893,9.6
9791170431824,9.0
9791170431770,9.7
9791170431695,9.4
9791170431626,9.3
9791170431558,9.6
9791170431527,9.7
9791170431299,8.7
9791170431237,9.1
9791170431114,9.4
9791170431084,9.2
9791170431015,9.5
9791170430902,9.5
9791170430865,9.3
9791170430766,9.4
9791170430735,9.0
9791170430650,9.7
9791170430537,8.8
9791170430414,9.4
9791170430353,9.4
9791170430308,9.5
9791170410089,9.3
9791170400523,9.6
9791170400370,10.0
9791170400363,9.5
9791170400103,9.1
9791170400097,9.7
9791170400011,9.3
9791170338956,9.7
9791170337768,8.6
9791170332077,9.1
9791170320784,10.0
9791170288978,9.7
9791170288107,9.6
9791170288091,9.9
9791170288015,10.0
9791170287902,10.0
9791170287896,9.8
9791170287872,10.0
9791170287827,9.7
9791170287773,9.9
9791170287766,10.0
9791170287339,10.0
9791170287148,10.0
9791170287063,9.8
9791170287056,9.8
9791170286950,10.0
9791170286929,10.0
9791170286912,10.0
9791170286905,9.6
9791170286790,9.8
9791170286776,10.0
9791170286752,9.6
9791170285861,10.0
9791170285854,9.7
9791170285809,9.9
9791170285786,9.4
9791170285779,9.3
9791170285762,10.0
9791170283959,9.1
9791170283942,9.5
9791170283928,9.6
9791170283836,9.2
9791170283782,9.7
9791170283775,9.5
9791170283713,9.0
9791170282990,
9791170282983,9.3
9791170282976,9.9
9791170282921,10.0
9791170282877,9.7
9791170282815,9.9
9791170282754,9.8
9791170282716,9.8
9791170281979,9.8
9791170281924,10.0
9791170281900,9.8
9791170281856,10.0
9791170281696,9.4
9791170281528,
9791170281375,9.9
9791170281207,9.7
9791170281160,9.7
9791170281139,9.8
9791170280187,9.8
9791170280149,
9791170280118,
9791170280088,10.0
9791170264217,9.8
9791170264156,9.8
9791170264040,10.0
9791170264026,9.9
9791170263968,9.6
9791170263951,9.9
9791170263814,9.6
9791170263807,8.8
9791170263777,10.0
9791170263746,9.6
9791170263678,9.5
9791170263425,9.6
9791170263272,9.5
9791170263234,9.7
9791170263197,9.1
9791170263159,9.7
9791170262725,9.6
9791170262626,9.3
9791170262534,9.7
9791170262381,9.6
9791170262015,9.2
9791170261582,9.9
9791170261100,9.6
9791170260509,9.0
9791170185840,9.0
9791170185833,9.8
9791170185819,9.8
9791170185802,9.5
9791170185697,9.4
9791170185628,9.6
9791170185598,9.8
9791170185499,9.8
9791170185468,9.6
9791170185444,9.8
9791170185208,9.6
9791170185192,9.6
9791170185161,9.5
9791170185154,9.6
9791170184362,9.4
9791170184331,9.2
9791170184324,9.9
9791170184249,9.6
9791170184232,9.3
9791170184218,9.7
9791170184140,9.4
9791170184072,9.4
9791170183976,9.6
9791170183969,9.7
9791170183945,9.4
9791170183921,9.8
9791170183914,9.0
9791170183891,9.3
9791170183877,9.5
9791170183808,9.6
9791170183778,9.1
9791170183617,10.0
9791170183600,
9791170183488,9.6
9791170183464,9.9
9791170183358,9.3
9791170183280,10.0
9791170183204,9.7
9791170183105,
9791170183020,
9791170183013,
9791170182856,10.0
9791170182849,8.0
9791170182825,10.0
9791170182818,9.1
9791170182801,9.0
9791170182757,9.7
9791170182610,9.8
9791170182603,
9791170182054,8.0
9791170181941,10.0
9791170181934,9.8
9791170181859,
9791170181842,9.6
9791170181750,9.5
9791170181743,9.7
9791170181705,8.3
9791170181699,10.0
9791170181682,
9791170181651,9.2
9791170181514,9.4
9791170181385,9.2
9791170181330,9.4
9791170181316,9.3
9791170181262,10.0
9791170181248,9.6
9791170181125,9.7
9791170181064,10.0
9791170181040,8.8
9791170181019,
9791170180999,
9791170180982,8.0
9791170180760,9.4
9791170180654,
9791170180647,10.0
9791170180630,9.9
9791170180616,9.6
9791170180494,9.0
9791170180463,9.8
9791170180272,10.0
9791170180258,9.2
9791170180227,9.6
9791170180210,9.6
9791170180203,9.3
9791170180128,
9791168340039,9.1
9791168220041,9.8
9791168210028,8.5
9791168120501,9.5
9791168120327,9.4
9791168120310,9.6
9791168120266,9.9
9791168120167,9.8
9791168120082,9.3
9791168100145,9.8
9791168030022,9.9
9791167900296,9.5
9791167820303,9.1
9791167820099,9.7
9791167820082,9.7
9791167780034,9.8
9791167740175,9.2
9791167740052,9.3
9791167740038,10.0
9791167740021,9.3
9791167700018,9.7
9791167550187,9.7
9791167550002,9.8
9791167470126,
9791167390349,9.9
9791167390059,
9791167390042,9.8
9791167390011,9.7
9791167370853,9.5
9791167370624,9.4
9791167370594,9.5
9791167370587,9.7
9791167370501,9.4
9791167370433,9.5
9791167370280,8.8
9791167370273,8.0
9791167180261,9.1
9791167140111,9.4
9791167140098,9.9
9791167140050,9.3
9791167140043,9.6
9791167140029,9.8
9791167140012,9.8
9791167140005,9.5
9791167030313,9.4
9791167030191,9.5
9791167030184,9.4
9791167030160,
9791167030146,9.5
9791167030009,9.8
9791166890413,9.3
9791166890253,8.9
9791166890215,7.5
9791166890147,9.5
9791166890000,9.5
9791166831270,9.4
9791166830983,9.6
9791166830976,8.9
9791166830853,9.9
9791166830792,9.6
9791166830785,9.9
9791166830594,9.3
9791166830556,9.2
9791166830518,9.6
9791166830303,9.6
9791166830112,9.4
9791166830105,10.0
9791166830099,10.0
9791166830082,10.0
9791166830075,10.0
9791166830068,10.0
9791166830051,9.8
9791166830044,9.8
9791166830037,9.7
9791166830020,9.9
9791166830013,9.8
9791166830006,10.0
9791166817830,9.2
9791166816932,9.8
9791166816925,9.2
9791166816918,9.9
9791166815782,9.5
9791166814198,9.6
9791166814181,9.4
9791166812958,9.4
9791166812460,9.5
9791166686160,7.5
9791166680113,
9791166642753,9.3
9791166570421,9.5
9791166570391,9.2
9791166570353,8.6
9791166570315,9.7
9791166570308,
9791166570216,9.2
9791166570063,9.0
9791166470677,
9791166373732,9.7
9791166373688,10.0
9791166373664,10.0
9791166373633,10.0
9791166372858,10.0
9791166372810,9.8
9791166372803,9.8
9791166372797,10.0
9791166372667,9.8
9791166371554,9.9
9791166371493,10.0
9791166371486,10.0
9791166371479,10.0
9791166371462,10.0
9791166371455,10.0
9791166370274,9.9
9791166370205,10.0
9791166340000,10.0
9791166321917,9.8
9791166321900,9.7
9791166180620,9.7
9791166152405,
9791166152269,10.0
9791166118128,10.0
9791166118111,9.7
9791166118036,9.5
9791166117633,8.7
9791166116452,9.3
9791166115134,9.4
9791166114823,9.3
9791166114816,9.1
9791166111983,8.8
9791166111587,8.5
9791166034725,9.7
9791165960513,10.0
9791165960483,
9791165960445,9.8
9791165960308,9.9
9791165960292,9.2
9791165960087,10.0
9791165921019,9.3
9791165920920,10.0
9791165920111,9.9
9791165881252,9.9
9791165881214,9.9
9791165881122,10.0
9791165881009,9.9
9791165880996,9.8
9791165880903,9.9
9791165880873,10.0
9791165880804,9.9
9791165880781,10.0
9791165880743,10.0
9791165880736,9.9
9791165880729,10.0
9791165880651,9.5
9791165880644,9.8
9791165880569,9.5
9791165880552,9.9
9791165880514,10.0
9791165880408,10.0
9791165880392,9.9
9791165880378,9.9
9791165880316,9.8
9791165880309,9.8
9791165880255,10.0
9791165880187,9.8
9791165880170,9.3
9791165880071,9.9
9791165880057,9.9
9791165880040,9.2
9791165811679,9.9
9791165810849,9.7
9791165810733,9.8
9791165810719,9.8
9791165810702,9.8
9791165810474,9.9
9791165810436,9.7
9791165810399,9.9
9791165810337,9.9
9791165810184,9.5
9791165797317,9.2
9791165797294,9.7
9791165797102,9.4
9791165797096,9.5
9791165797089,9.9
9791165796914,9.8
9791165796860,9.7
9791165796501,9.7
9791165796402,10.0
9791165796334,9.5
9791165796297,10.0
9791165796143,9.3
9791165796020,9.5
9791165795924,9.7
9791165795863,10.0
9791165795832,9.9
9791165795788,8.9
9791165795733,9.7
9791165795672,9.5
9791165795450,9.9
9791165795436,9.7
9791165795399,9.4
9791165795290,9.3
9791165795108,9.8
9791165795092,9.8
9791165795054,9.8
9791165794965,9.4
9791165794811,9.6
9791165794712,9.9
9791165794637,9.7
9791165794613,9.4
9791165794415,9.9
9791165794385,
9791165794156,9.6
9791165794101,9.3
9791165794019,9.9
9791165794002,10.0
9791165793999,9.8
9791165793876,9.6
9791165793272,9.3
9791165793241,9.5
9791165793203,9.5
9791165793197,9.2
9791165793173,10.0
9791165793166,9.5
9791165792695,9.3
9791165792664,9.9
9791165792657,9.8
9791165792527,9.5
9791165792282,9.1
9791165792251,10.0
9791165792220,9.9
9791165792176,9.5
9791165791957,8.8
9791165791940,9.4
9791165791438,9.3
9791165791278,9.7
9791165791094,
9791165791032,9.9
9791165790769,9.2
9791165790691,9.5
9791165790653,10.0
9791165790646,
9791165790530,9.6
9791165731892,10.0
9791165731854,9.8
9791165731847,9.9
9791165731755,10.0
9791165731625,9.4
9791165731496,10.0
9791165731380,10.0
9791165731373,9.9
9791165731359,10.0
9791165731342,10.0
9791165731335,10.0
9791165731298,10.0
9791165731274,9.0
9791165731250,10.0
9791165731014,10.0
9791165730864,10.0
9791165730857,9.6
9791165730802,10.0
9791165730765,10.0
9791165730741,9.0
9791165730734,10.0
9791165730680,10.0
9791165730666,10.0
9791165730529,10.0
9791165700805,9.9
9791165700713,9.7
9791165700690,9.9
9791165700652,9.8
9791165700454,9.5
9791165700355,
9791165700171,9.4
9791165700058,10.0
9791165653330,9.1
9791165524180,9.5
9791165512446,9.8
9791165508937,9.5
9791165508845,9.2
9791165508340,9.6
9791165507992,9.1
9791165454425,8.7
9791165454050,9.7
9791165452469,6.0
9791165392833,
9791165382988,9.7
9791165382940,9.7
9791165382896,
9791165382865,10.0
9791165382841,9.7
9791165382704,9.7
9791165382674,9.7
9791165382650,9.7
9791165382643,9.8
9791165369972,10.0
9791165369804,10.0
9791165361297,8.6
9791165344221,9.4
9791165344184,9.5
9791165344153,9.0
9791165344009,9.5
9791165343996,9.4
9791165343958,9.4
9791165343934,9.4
9791165343842,9.4
9791165343798,9.5
9791165343729,9.5
9791165343682,10.0
9791165343675,10.0
9791165343590,9.4
9791165343552,9.5
9791165343545,9.6
9791165343507,9.0
9791165343491,8.6
9791165343477,9.7
9791165343460,9.4
9791165343453,9.4
9791165343446,9.0
9791165343422,9.4
9791165343385,9.5
9791165343330,9.6
9791165343316,9.8
9791165343293,9.5
9791165343170,9.6
9791165343125,9.5
9791165342944,9.6
9791165342876,9.4
9791165342821,9.3
9791165342807,9.7
9791165342791,9.7
9791165342784,9.4
9791165342708,9.3
9791165342609,9.5
9791165342340,9.4
9791165342333,9.4
9791165342319,9.8
9791165342302,9.6
9791165342159,9.2
9791165342098,9.6
9791165342067,9.5
9791165342050,9.5
9791165342029,
9791165341909,9.3
9791165341770,9.5
9791165341756,7.6
9791165341077,9.4
9791165340971,9.4
9791165340957,9.4
9791165340940,9.5
9791165340933,9.2
9791165340919,
9791165340902,9.2
9791165340506,9.2
9791165300005,9.6
9791165291099,9.0
9791165217228,9.5
9791165217099,9.5
9791165217006,9.8
9791165216955,9.2
9791165216801,9.1
9791165216603,8.8
9791165216481,9.8
9791165216429,9.5
9791165216306,9.7
9791165216245,9.8
9791165216221,9.6
9791165216030,
9791165216023,9.8
9791165215903,9.6
9791165215842,9.2
9791165215835,9.4
9791165215767,9.6
9791165215750,9.2
9791165215699,9.6
9791165215613,9.8
9791165215491,9.4
9791165215378,9.5
9791165215347,8.9
9791165215323,9.8
9791165215286,9.6
9791165215088,9.4
9791165215064,9.5
9791165215057,9.4
9791165214975,9.6
9791165214883,9.5
9791165214821,9.5
9791165214814,9.3
9791165214807,9.7
9791165214784,9.0
9791165214616,9.8
9791165214593,9.5
9791165214517,9.5
9791165214487,6.8
9791165214234,9.4
9791165214180,9.5
9791165214104,9.8
9791165214029,9.7
9791165214005,10.0
9791165213893,9.5
9791165213886,9.8
9791165213749,9.7
9791165213732,9.8
9791165213718,9.3
9791165213695,9.4
9791165213558,9.5
9791165213497,9.5
9791165213312,10.0
9791165213237,9.2
9791165213077,9.4
9791165213008,9.7
9791165212988,9.7
9791165212803,9.5
9791165212773,8.7
9791165212742,9.7
9791165212698,9.9
9791165212650,9.6
9791165212414,9.6
9791165212353,7.6
9791165212308,9.0
9791165212117,8.8
9791165212070,9.0
9791165211752,9.9
9791165211653,9.3
9791165211646,9.6
9791165211530,8.3
9791165211493,9.1
9791165211387,9.5
9791165211257,9.4
9791165211240,9.3
9791165211080,9.0
9791165211004,9.8
9791165210991,9.4
9791165210915,9.4
9791165210885,8.8
9791165210847,9.2
9791165210748,9.2
9791165210731,9.8
9791165210519,9.3
9791165210441,8.4
9791165210427,9.3
9791165210144,9.3
9791165210076,9.2
9791165190828,
9791165181277,9.5
9791165181208,9.5
9791165181178,9.7
9791165181123,9.8
9791165181000,9.8
9791165180898,9.8
9791165180829,9.7
9791165180812,9.6
9791165180638,9.7
9791165180508,8.8
9791165180102,9.7
9791165180010,9.5
9791165098780,7.6
9791165098773,9.8
9791165098766,8.4
9791165098759,9.5
9791165098285,9.7
9791165093297,9.2
9791165091002,9.3
9791165090807,9.1
9791165090654,8.8
9791165090142,9.8
9791165090135,9.5
9791165077327,8.9
9791165077259,9.3
9791165075064,9.1
9791165071011,9.0
9791165041595,9.8
9791165020293,9.6
9791164843268,9.8
9791164843091,9.8
9791164843084,9.3
9791164843053,9.4
9791164842995,9.5
9791164842964,9.5
9791164842940,9.7
9791164842919,9.6
9791164842858,9.6
9791164842490,9.2
9791164842483,9.7
9791164842421,9.8
9791164842377,9.0
9791164842360,9.3
9791164842254,9.4
9791164842223,9.6
9791164842186,9.0
9791164842131,9.3
9791164842124,9.3
9791164842100,9.2
9791164841905,9.5
9791164841882,9.4
9791164841868,9.3
9791164841844,9.8
9791164841820,8.8
9791164841813,10.0
9791164841769,9.2
9791164841707,9.2
9791164841660,9.6
9791164841653,9.4
9791164841578,9.1
9791164841530,
9791164841356,9.5
9791164841196,9.0
9791164841097,8.6
9791164840991,9.3
9791164840977,9.2
9791164840144,7.7
9791164840052,8.0
9791164800872,9.9
9791164793501,9.4
9791164793242,9.3
9791164792931,9.5
9791164792092,9.4
9791164791156,9.2
9791164790524,9.5
9791164790289,9.5
9791164711543,7.4
9791164711475,9.5
9791164711116,9.3
9791164711079,9.2
9791164710041,9.3
9791164710027,9.3
9791164632367,9.7
9791164632350,9.9
9791164632268,9.7
9791164632060,9.7
9791164631872,10.0
9791164631827,10.0
9791164631810,9.5
9791164631735,10.0
9791164631704,9.9
9791164631681,10.0
9791164631568,8.0
9791164631308,9.1
9791164631254,9.8
9791164631223,9.8
9791164630844,10.0
9791164630783,
9791164630677,
9791164630547,9.7
9791164630462,10.0
9791164630325,9.8
9791164630295,10.0
9791164630288,9.9
9791164630264,9.7
9791164630202,
9791164630110,9.8
9791164630080,9.7
9791164630042,9.8
9791164630035,9.0
9791164520282,
9791164520251,9.5
9791164520220,
9791164520206,
9791164520176,10.0
9791164520121,9.0
9791164500154,8.8
9791164454266,8.7
9791164452941,9.7
9791164452385,
9791164452125,9.2
9791164450220,9.8
9791164450084,9.7
9791164407217,
9791164389674,9.1
9791164389643,9.1
9791164389520,9.3
9791164388516,9.9
9791164388370,9.8
9791164388271,9.6
9791164388264,9.8
9791164388233,9.8
9791164388158,9.8
9791164388097,9.9
9791164388059,9.4
9791164388035,9.5
9791164388004,9.8
9791164387892,9.7
9791164387861,9.8
9791164387731,9.7
9791164387724,9.4
9791164387700,9.9
9791164387687,9.8
9791164387595,9.8
9791164387571,9.8
9791164387564,9.6
9791164387519,9.3
9791164387380,9.4
9791164387328,9.5
9791164387267,9.7
9791164387236,9.8
9791164387175,9.5
9791164387083,9.7
9791164387076,9.6
9791164386994,9.2
9791164386949,10.0
9791164386918,10.0
9791164386901,9.9
9791164386864,9.8
9791164386833,9.4
9791164386734,9.5
9791164386703,9.7
9791164386666,10.0
9791164386642,9.7
9791164386604,9.7
9791164386567,9.7
9791164386536,9.6
9791164386444,9.5
9791164386437,9.8
9791164386383,9.7
9791164386345,10.0
9791164386260,9.3
9791164386246,9.6
9791164386239,9.7
9791164386178,9.6
9791164386109,9.6
9791164386086,9.3
9791164386062,
9791164385980,9.3
9791164385942,9.7
9791164385867,8.6
9791164385843,10.0
9791164385775,10.0
9791164385652,9.6
9791164385614,9.0
9791164385591,9.7
9791164385454,9.7
9791164385430,10.0
9791164385348,10.0
9791164385324,9.6
9791164385294,9.5
9791164384709,9.8
9791164384693,9.9
9791164384686,9.8
9791164384624,9.8
9791164384464,9.8
9791164384440,9.9
9791164384402,10.0
9791164384150,9.6
9791164384013,9.6
9791164384006,9.6
9791164383856,9.9
9791164383849,9.7
