ISBN,Sale,Score,Price
9788958281696,198,9.3,"11,520"
9788958281559,24,9.5,"9,900"
9788958281542,,9.0,"8,100"
9788958281320,216,10.0,"9,900"
9788958281313,"10,596",9.6,"10,350"
9788958281047,"3,522",9.4,"10,350"
9788958281030,492,9.1,"11,880"
9788958281009,456,8.0,"7,650"
9788958280934,,8.6,"9,450"
9788958280927,,,
9788958280828,960,10.0,"10,350"
9788958280798,162,10.0,"11,700"
9788958280729,,10.0,"7,650"
9788958280378,"10,995",9.6,"9,720"
9788958280361,,8.7,"9,450"
9788958280057,"4,590",9.0,"13,500"
9788958270782,276,9.6,"12,350"
9788958270560,312,9.7,"11,700"
9788958270096,"10,830",9.0,"25,200"
9788958207269,"2,055",9.2,"10,800"
9788958207207,"1,314",8.8,"18,000"
9788958206897,180,9.7,"15,300"
9788958206873,642,10.0,"13,500"
9788958206743,210,9.7,"11,700"
9788958206408,"2,004",10.0,"13,500"
9788958206347,840,9.0,"14,400"
9788958205838,,9.2,"10,800"
9788958205579,"2,379",9.6,"13,500"
9788958205227,60,9.6,"15,300"
9788958205159,480,9.6,"13,500"
9788958205142,"3,054",9.7,"18,000"
9788958205135,996,9.4,"14,400"
9788958204695,642,9.2,"13,500"
9788958204510,732,8.5,"16,200"
9788958204145,948,9.4,"11,700"
9788958203919,"5,376",9.5,"13,500"
9788958203735,852,10.0,"13,500"
9788958203728,"1,056",9.5,"10,800"
9788958203711,498,8.1,"16,200"
9788958202868,336,7.3,"11,700"
9788958202844,960,8.8,"11,700"
9788958202837,"1,638",9.1,"16,200"
9788958202615,276,9.6,"20,700"
9788958202608,,6.7,"11,700"
9788958202493,396,9.3,"11,700"
9788958202332,,7.8,"10,800"
9788958201915,,8.8,"9,900"
9788958201199,,9.0,"9,000"
9788958200895,,8.8,"9,000"
9788958200888,,9.1,"9,000"
9788958200673,,8.7,"9,000"
9788958200277,"1,584",8.4,"10,800"
9788958102496,,9.0,"13,300"
9788958097280,12,,"21,000"
9788958093299,60,,"20,000"
9788958078326,180,10.0,"10,800"
9788958078319,162,9.7,"12,600"
9788958078081,216,9.9,"9,900"
9788958078067,366,9.8,"11,700"
9788958078043,"13,746",9.8,"13,500"
9788958078012,"1,248",10.0,"10,800"
9788958077893,"2,706",9.9,"9,900"
9788958077886,717,10.0,"10,800"
9788958077862,510,9.7,"14,400"
9788958077800,"1,224",9.6,"11,700"
9788958077794,672,9.8,"9,900"
9788958077770,756,9.9,"11,700"
9788958077657,498,9.6,"11,700"
9788958077640,318,9.7,"9,900"
9788958077619,504,10.0,"11,700"
9788958077596,"1,632",9.8,"11,700"
9788958077589,342,9.9,"9,900"
9788958077565,210,10.0,"10,800"
9788958077558,"5,268",9.6,"9,900"
9788958077541,"1,818",9.8,"10,800"
9788958077510,78,9.7,"11,700"
9788958077480,36,10.0,"10,800"
9788958077466,"1,506",9.3,"16,920"
9788958077459,"1,278",9.2,"22,500"
9788958077282,"6,231",9.5,"10,800"
9788958077183,"5,343",9.8,"10,800"
9788958077176,"6,327",9.5,"10,800"
9788958077152,702,9.6,"13,500"
9788958077121,"6,147",9.7,"10,800"
9788958077022,204,9.0,"12,600"
9788958076964,210,10.0,"10,350"
9788958076957,126,9.7,"10,800"
9788958076865,72,9.9,"11,700"
9788958076841,138,9.9,"10,800"
9788958076827,"7,308",9.5,"9,900"
9788958076780,"1,806",9.0,"12,420"
9788958076667,72,9.6,"9,900"
9788958076643,"12,012",9.1,"11,700"
9788958076636,"1,956",9.1,"10,800"
9788958076599,216,10.0,"10,800"
9788958076537,480,9.7,"10,800"
9788958076407,606,10.0,"13,500"
9788958076384,"1,566",9.6,"13,500"
9788958076377,"3,225",9.3,"10,800"
9788958076230,"10,197",9.6,"8,550"
9788958076216,"1,140",8.7,"11,520"
9788958076100,"8,904",9.8,"10,800"
9788958076063,"9,123",9.8,"10,800"
9788958075967,12,8.0,"9,900"
9788958075912,"13,299",9.7,"10,800"
9788958075813,,9.5,"10,350"
9788958075776,351,,"10,800"
9788958075325,,10.0,"9,900"
9788958075196,72,9.7,"8,550"
9788958075035,300,9.7,"10,800"
9788958074878,612,8.8,"16,200"
9788958074854,198,,"9,900"
9788958074601,"3,693",9.2,"9,900"
9788958074380,"2,718",8.7,"10,800"
9788958074229,24,9.2,"8,550"
9788958074212,108,9.3,"9,900"
9788958074083,,9.4,"11,700"
9788958073918,"5,391",9.8,"9,900"
9788958073642,"13,425",9.1,"9,000"
9788958073529,180,10.0,"10,800"
9788958073512,,9.3,"13,500"
9788958073345,"5,721",8.6,"9,900"
9788958072690,"2,022",8.2,"11,700"
9788958072485,,9.0,"8,550"
9788958072379,"2,718",8.9,"8,550"
9788958071853,"3,792",9.2,"8,550"
9788958071594,,8.6,"10,800"
9788958043621,,7.3,"9,900"
9788958041238,,,"9,000"
9788958041221,,10.0,"9,000"
9788957986622,66,9.7,"13,110"
9788957986516,507,9.7,"13,300"
9788957986370,468,9.6,"13,110"
9788957985229,,9.0,"11,210"
9788957984802,,10.0,"11,210"
9788957984796,144,10.0,"10,450"
9788957984611,"1,440",9.7,"10,620"
9788957984604,12,10.0,"11,210"
9788957983522,654,10.0,"11,400"
9788957983317,"21,771",9.8,"12,150"
9788957983065,"2,571",9.9,"11,250"
9788957983010,,9.6,"12,160"
9788957982969,654,9.7,"10,620"
9788957982662,,9.8,"11,210"
9788957982648,"8,532",9.7,"11,250"
9788957982570,,9.3,"11,880"
9788957982563,,9.5,"10,450"
9788957981924,"1,893",9.5,"11,520"
9788957981382,,9.6,"11,870"
9788957981023,,9.3,"11,520"
9788957980958,,9.2,"11,880"
9788957980392,,9.0,"9,980"
9788957980248,600,10.0,"12,160"
9788957980132,,9.3,"12,820"
9788957980033,822,9.6,"12,820"
9788957980026,897,8.9,"11,870"
9788957980019,"3,066",9.5,"11,520"
9788957978979,,,"10,800"
9788957970980,,9.0,"8,550"
9788957913796,"6,294",8.9,"6,750"
9788957890011,,8.0,"9,000"
9788957825976,456,9.6,"18,000"
9788957825945,"103,881",9.6,"23,400"
9788957821367,"1,602",8.9,"14,220"
9788957821350,276,9.3,"14,220"
9788957821336,"19,449",8.1,"13,320"
9788957821329,,9.5,"20,700"
9788957821312,"11,382",9.5,"15,300"
9788957821305,"43,539",9.4,"20,700"
9788957821299,198,9.2,"13,500"
9788957821282,,8.6,"14,400"
9788957821220,198,9.0,"13,500"
9788957821213,"1,164",8.7,"16,200"
9788957821183,258,9.1,"12,420"
9788957821176,,9.5,"20,700"
9788957821138,"1,656",8.5,"28,800"
9788957821121,"5,064",9.4,"14,400"
9788957821114,,9.3,"16,200"
9788957821107,174,6.0,"14,400"
9788957821091,702,10.0,"14,400"
9788957821060,276,8.2,"16,200"
9788957821008,120,8.0,"25,200"
9788957820742,,,
9788957820568,,8.2,"28,800"
9788957751992,96,3.6,"11,700"
9788957751978,24,9.6,"13,500"
9788957751848,858,9.0,"15,300"
9788957751794,180,9.3,"15,300"
9788957751640,78,9.0,"10,800"
9788957751480,,,"13,500"
9788957694756,516,9.4,"13,500"
9788957694534,480,9.6,"12,600"
9788957694237,"2,412",9.2,"12,600"
9788957693797,66,9.4,"12,600"
9788957692233,"1,386",8.7,"12,600"
9788957591857,,8.0,"8,010"
9788957591840,,8.7,"8,010"
9788957590324,,6.0,"7,650"
9788957578117,,,"7,200"
9788957574584,,8.0,"7,650"
9788957574577,,6.7,"7,650"
9788957571200,,7.6,"8,100"
9788957571163,,8.5,"8,550"
9788957462904,186,10.0,"20,900"
9788957369937,708,8.7,"13,500"
9788957369869,12,10.0,"11,520"
9788957369838,78,9.1,"12,420"
9788957369821,456,9.3,"16,650"
9788957369470,762,8.9,"12,420"
9788957369449,966,9.3,"9,000"
9788957369364,"2,436",8.5,"12,420"
9788957369302,138,10.0,"9,900"
9788957369289,,8.5,"13,050"
9788957369265,,9.3,"11,700"
9788957369173,114,9.9,"9,900"
9788957369159,"1,734",8.8,"16,200"
9788957369081,102,9.8,"9,900"
9788957368916,102,10.0,"9,900"
9788957368893,"3,150",9.1,"14,400"
9788957368855,186,9.1,"13,500"
9788957368664,84,9.8,"9,900"
9788957367988,150,9.8,"9,000"
9788957367797,120,9.9,"9,000"
9788957367575,108,9.9,"9,000"
9788957367513,612,10.0,"10,800"
9788957367506,426,,"111,600"
9788957367483,192,9.9,"9,000"
9788957367414,132,9.7,"9,000"
9788957367117,132,9.8,"9,000"
9788957367100,168,9.7,"9,000"
9788957366974,96,9.7,"9,000"
9788957366868,234,9.9,"9,000"
9788957366813,72,9.8,"9,000"
9788957366745,"13,302",9.2,"15,300"
9788957366622,132,9.7,"9,000"
9788957366493,810,9.8,"10,800"
9788957366455,84,9.8,"9,000"
9788957365793,"156,471",9.4,"15,300"
9788957365779,96,9.8,"9,000"
9788957365762,12,9.7,"10,080"
9788957365700,36,9.9,"9,000"
9788957365670,48,9.6,"9,000"
9788957365564,12,10.0,"10,080"
9788957365489,24,9.7,"9,000"
9788957365458,24,9.5,"9,000"
9788957365373,12,9.6,"9,000"
9788957365328,12,9.6,"9,000"
9788957365311,24,9.7,"9,000"
9788957365281,36,9.4,"9,000"
9788957365243,48,9.7,"9,000"
9788957365212,36,9.4,"9,000"
9788957365199,,,
9788957365144,24,9.6,"9,000"
9788957365120,,,
9788957365090,102,9.6,"9,000"
9788957365052,,,
9788957364956,,,
9788957364932,114,9.9,"9,000"
9788957364857,,,
9788957364826,102,9.9,"9,000"
9788957364819,138,9.2,"9,000"
9788957364796,162,9.8,"9,000"
9788957364703,132,9.7,"9,000"
9788957364642,132,9.3,"9,000"
9788957364598,180,9.8,"9,000"
9788957364543,258,9.8,"9,000"
9788957364475,420,9.5,"9,000"
9788957364390,"1,026",9.8,"9,000"
9788957363997,,10.0,"12,150"
9788957363621,,10.0,"9,000"
9788957363591,552,9.3,"19,800"
9788957363478,12,9.3,"18,000"
9788957363201,60,8.1,"12,600"
9788957363192,,,
9788957363188,,,
9788957363171,,,
9788957363164,,,
9788957363157,,,
9788957363140,,,
9788957363133,,,
9788957363126,,,
9788957363119,,,
9788957363102,,,
9788957363096,,,
9788957363089,,,
9788957363072,,,
9788957363065,,,
9788957363058,,,
9788957363041,,,
9788957363034,,,
9788957363027,,,
9788957363010,,,
9788957362822,12,9.7,"13,950"
9788957362808,768,9.2,"12,420"
9788957362785,996,9.7,"15,300"
9788957362747,"1,269",9.6,"13,950"
9788957362723,,,"9,000"
9788957362716,,10.0,"9,000"
9788957362648,,9.2,"9,000"
9788957362631,,8.9,"9,000"
9788957362495,,9.9,"11,520"
9788957362181,444,9.6,"13,500"
9788957362037,"3,474",9.7,"13,320"
9788957362020,"3,696",9.9,"11,250"
9788957361993,"4,338",9.6,"11,250"
9788957361955,,,"7,650"
9788957361900,"10,452",9.8,"11,250"
9788957361238,"1,254",9.4,"13,950"
9788957361160,"2,052",9.7,"14,400"
9788957361030,"4,452",8.8,"13,500"
9788957360446,144,9.6,"14,850"
9788957360415,534,9.7,"13,950"
9788957360354,,9.6,"12,420"
9788957360316,12,10.0,"11,520"
9788957360293,"1,686",9.5,"13,950"
9788957360217,834,8.5,"13,050"
9788957360101,60,8.8,"12,420"
9788957340967,240,9.8,"11,520"
9788957337455,426,9.8,"17,100"
9788957337363,642,10.0,"42,750"
9788957337264,630,10.0,"17,100"
9788957337103,"3,792",9.2,"16,200"
9788957334812,,9.4,"27,000"
9788957322567,,9.8,"13,320"
9788957091463,,8.6,"13,500"
9788957091128,,9.2,"9,900"
9788957091067,,7.6,"12,600"
9788957090817,"21,744",8.6,"16,200"
9788957090541,,8.6,"11,700"
9788957079263,"2,646",9.7,"12,600"
9788957079249,294,9.7,"11,700"
9788957079201,660,9.8,"11,700"
9788957079058,,9.8,"11,700"
9788957079010,468,9.9,"17,550"
9788957078990,,9.8,"11,700"
9788957078891,768,9.5,"31,500"
9788957078150,,8.9,"12,420"
9788957078013,12,8.5,"12,150"
9788957077740,,8.8,"12,150"
9788957075869,12,8.3,"8,100"
9788957075852,12,8.4,"8,100"
9788957075784,,8.3,"9,900"
9788957075500,,8.7,"13,500"
9788957075425,,8.9,"9,000"
9788957073254,,9.0,"12,330"
9788957070970,,7.3,"8,100"
9788957070109,,,
9788957070093,,,
9788957070086,,,
9788957070062,,8.0,"9,900"
9788957070055,,,
9788957070031,,,
9788957001516,144,,"12,600"
9788956994147,570,9.7,"13,500"
9788956993690,,,
9788956993683,"6,624",9.5,"22,500"
9788956993362,"1,404",9.2,"22,500"
9788956993201,"1,014",9.9,"14,400"
9788956992921,"5,844",9.7,"22,500"
9788956992129,"7,158",9.6,"28,800"
9788956991979,,9.0,"19,800"
9788956991634,"14,712",9.2,"13,500"
9788956991573,"9,204",9.3,"13,500"
9788956899909,348,9.2,"7,650"
9788956899893,264,9.7,"7,650"
9788956899886,324,8.8,"7,650"
9788956899879,264,9.4,"7,650"
9788956899657,264,,"8,820"
9788956899619,"1,176",9.7,"9,720"
9788956899527,216,8.9,"8,820"
9788956899510,390,9.4,"8,820"
9788956899138,,10.0,"8,100"
9788956898896,"1,098",10.0,"8,820"
9788956898865,936,10.0,"8,820"
9788956898858,288,9.5,"8,820"
9788956898636,,,"7,200"
9788956898230,72,10.0,"8,100"
9788956897813,,10.0,"8,820"
9788956897134,,9.8,"8,820"
9788956896717,,,"9,000"
9788956895970,,9.3,"7,200"
9788956893693,324,10.0,"9,000"
9788956893686,576,10.0,"7,650"
9788956893594,186,9.2,"7,650"
9788956893587,252,10.0,"7,650"
9788956893563,108,9.5,"7,650"
9788956893532,276,9.4,"7,650"
9788956893518,450,9.4,"7,650"
9788956893501,324,9.5,"7,650"
9788956749020,258,9.9,"14,400"
9788956748504,834,9.7,"22,500"
9788956748450,174,9.2,"14,400"
9788956748306,,10.0,"16,200"
9788956747903,330,9.0,"22,500"
9788956747750,72,8.6,"22,500"
9788956747729,498,8.3,"11,700"
9788956747002,,9.3,"13,500"
9788956635835,168,10.0,"9,900"
9788956635743,576,8.9,"9,900"
9788956635736,"1,116",9.6,"9,900"
9788956635637,522,10.0,"8,550"
9788956635590,36,9.3,"7,650"
9788956635019,540,9.6,"13,500"
9788956634883,,9.5,"10,800"
9788956634326,,8.7,"9,000"
9788956634302,,9.1,"8,100"
9788956632582,"4,038",9.6,"13,500"
9788956632001,"5,598",9.5,"8,280"
9788956631820,,9.0,"8,640"
9788956609959,"34,944",9.4,"11,700"
9788956609799,258,8.2,"9,000"
9788956609775,"1,218",9.8,"10,800"
9788956609744,,9.7,"12,600"
9788956609454,876,9.2,"10,800"
9788956609249,"12,306",9.7,"8,100"
9788956609140,,9.4,"12,600"
9788956609003,"2,850",9.6,"16,650"
9788956608990,"3,258",9.6,"16,650"
9788956608976,,9.6,"12,600"
9788956608846,"7,770",8.9,"12,150"
9788956608785,396,8.8,"12,600"
9788956608778,480,9.6,"13,500"
9788956608730,474,9.1,"11,700"
9788956608556,"73,188",9.3,"7,200"
9788956608334,,9.3,"7,200"
9788956608075,"13,458",9.1,"14,400"
9788956607894,,8.3,"11,700"
9788956607870,240,9.2,"10,800"
9788956607740,420,9.3,"13,500"
9788956607726,"1,338",9.2,"12,600"
9788956607108,186,7.6,"12,600"
9788956607030,"7,074",8.9,"13,050"
9788956606798,912,8.7,"12,150"
9788956606231,360,8.7,"16,200"
9788956606217,,9.1,"12,600"
9788956606194,,9.1,"10,800"
9788956606187,,9.1,"10,800"
9788956605654,,10.0,"14,400"
9788956605593,"45,936",9.1,"13,500"
9788956605418,"28,791",9.0,"11,700"
9788956605227,660,8.3,"16,110"
9788956604992,"11,292",9.2,"13,050"
9788956604183,,8.8,"11,700"
9788956603698,36,,"18,000"
9788956603414,,10.0,"9,000"
9788956603247,,,"10,350"
9788956602998,"3,654",9.0,"10,800"
9788956602950,,,"9,450"
9788956602189,"4,356",9.1,"12,600"
9788956601786,84,9.2,"11,700"
9788956601458,,,"8,280"
9788956601373,"3,657",9.1,"12,600"
9788956601359,,,"8,280"
9788956601342,,7.0,"8,280"
9788956601021,"6,372",8.5,"12,420"
9788956600963,,,"8,100"
9788956600956,,6.5,"8,100"
9788956600840,12,9.5,"7,200"
9788956600741,,,"8,010"
9788956600727,,8.0,"7,650"
9788956600208,,,"7,650"
9788956600109,228,10.0,"10,350"
9788956600093,192,9.5,"10,350"
9788956593906,108,10.0,"29,700"
9788956593845,36,8.2,"16,650"
9788956593838,,8.6,"15,120"
9788956593791,24,8.6,"17,820"
9788956593661,36,9.0,"13,500"
9788956593623,120,9.4,"13,050"
9788956593586,,7.8,"31,500"
9788956593463,,8.3,"14,400"
9788956593425,,9.5,"14,400"
9788956593371,,9.4,"11,700"
9788956593296,,8.3,"14,400"
9788956593104,,6.5,"13,500"
9788956592480,,10.0,"10,800"
9788956592183,"6,504",8.6,"12,150"
9788956592121,60,9.1,"10,000"
9788956591698,,8.3,"6,500"
9788956543291,396,9.9,"37,050"
9788956451848,132,8.5,"15,300"
9788956451435,"1,926",8.8,"22,500"
9788956441214,,9.2,"11,700"
9788956392264,,,"11,700"
9788956374406,,9.5,"9,000"
9788956374383,,,"11,700"
9788956374208,,,"11,700"
9788956374192,,,"11,700"
9788956374079,,10.0,"11,700"
9788956374017,,10.0,"11,700"
9788956373812,,,"11,700"
9788956373751,,10.0,"11,700"
9788956373744,,10.0,"11,700"
9788956372204,,10.0,"9,900"
9788956372198,,10.0,"9,900"
9788956372181,,9.4,"9,900"
9788956371849,,9.4,"25,200"
9788956370590,,9.3,"10,800"
9788956356372,462,9.3,"15,300"
9788956356365,"1,092",10.0,"15,300"
9788956356358,"1,284",10.0,"15,300"
9788956356341,"2,232",9.0,"15,300"
9788956266695,66,,"18,000"
9788956254128,138,9.6,"15,300"
9788956253893,180,,"28,800"
9788956253534,"8,196",9.6,"14,400"
9788956252773,12,9.9,"12,600"
9788956252292,"6,918",9.3,"13,950"
9788956252025,,,"11,520"
9788956251707,294,9.9,"12,600"
9788956251622,"1,998",8.7,"12,420"
9788956251233,156,9.6,"10,800"
9788956251073,,8.3,"13,500"
9788956250595,,8.7,"11,700"
9788956243894,,9.4,"24,300"
9788956241555,,9.5,"24,300"
9788956241326,,9.9,"24,300"
9788956189956,522,9.3,"11,400"
9788956189826,738,9.6,"14,250"
9788956189628,342,10.0,"12,600"
9788956189598,798,9.2,"15,300"
9788956189321,36,10.0,"14,250"
9788956189307,,9.3,"12,600"
9788956189284,186,9.6,"11,700"
9788956188621,294,9.3,"11,700"
9788956188607,84,9.8,"13,500"
9788956188584,36,10.0,"11,700"
9788956188447,,9.4,"13,500"
9788956188430,414,10.0,"10,800"
9788956188423,54,10.0,"13,500"
9788956188416,792,10.0,"11,400"
9788956188409,36,,"11,700"
9788956188393,183,8.8,"19,000"
9788956188348,72,10.0,"12,600"
9788956188188,201,10.0,"12,350"
9788956188010,162,,"8,820"
9788956188003,"4,320",8.8,"10,800"
9788956187969,60,,"10,800"
9788956187938,432,10.0,"9,900"
9788956187549,519,9.0,"14,250"
9788956187501,"4,422",9.7,"13,500"
9788956187495,522,10.0,"13,500"
9788956187488,12,10.0,"11,700"
9788956187457,450,10.0,"13,500"
9788956187433,438,8.3,"13,500"
9788956187419,,,"11,400"
9788956187402,132,6.0,"13,500"
9788956187396,"2,886",10.0,"12,600"
9788956187372,"34,587",9.6,"11,700"
9788956187334,210,,"11,400"
9788956187273,342,10.0,"16,200"
9788956187242,126,,"11,700"
9788956187150,"1,794",9.8,"13,500"
9788956187068,162,9.5,"13,500"
9788956186979,558,9.7,"13,500"
9788956186870,"1,677",9.3,"13,500"
9788956186801,516,9.3,"13,500"
9788956186726,312,8.7,"10,800"
9788956186719,,,"9,500"
9788956186634,108,10.0,"11,700"
9788956186542,192,9.0,"9,900"
9788956186528,48,10.0,"10,450"
9788956186511,618,10.0,"10,800"
9788956186504,,,"9,000"
9788956186412,240,9.8,"10,800"
9788956185613,,9.8,"9,310"
9788956185415,,9.4,"9,310"
9788956181295,,9.4,"9,500"
9788956181196,"11,958",9.7,"13,500"
9788956180144,348,10.0,"13,500"
9788956180045,210,10.0,"14,250"
9788956180021,"2,148",9.7,"13,500"
9788956061559,,8.7,"7,650"
9788956059273,"1,194",8.2,"11,520"
9788956058320,168,9.5,"10,800"
9788956058313,144,9.5,"10,800"
9788956058269,156,9.5,"15,300"
9788956058054,"4,533",9.1,"14,220"
9788956058030,909,9.2,"11,520"
9788956057842,"10,305",9.3,"13,050"
9788956057828,564,9.7,"13,500"
9788956057682,984,9.2,"12,600"
9788956057576,"1,044",9.4,"10,800"
9788956057439,"3,834",9.0,"14,400"
9788956057224,"1,038",6.5,"14,250"
9788956057019,120,9.4,"14,220"
9788956056814,96,8.4,"11,520"
9788956056791,825,8.0,"15,120"
9788956056777,150,9.2,"10,800"
9788956056760,288,9.6,"10,800"
9788956056753,222,9.6,"10,800"
9788956056746,162,10.0,"10,800"
9788956056654,570,10.0,"16,200"
9788956056609,"2,790",9.5,"14,400"
9788956056531,"19,566",9.3,"13,500"
9788956056425,672,9.6,"14,400"
9788956056388,384,9.2,"14,220"
9788956056272,,9.6,"10,800"
9788956055985,402,9.8,"12,600"
9788956055930,372,8.4,"15,300"
9788956055619,714,9.4,"13,500"
9788956055510,"2,940",9.6,"18,000"
9788956055466,"11,676",9.2,"14,400"
9788956055299,12,9.0,"11,700"
9788956055053,,9.3,"13,500"
9788956054988,"1,524",9.5,"11,700"
9788956054155,354,9.8,"13,500"
9788956054148,630,8.3,"17,100"
9788956054056,,9.9,"8,550"
9788956053820,"1,566",9.6,"8,550"
9788956053394,84,10.0,"12,420"
9788956052977,807,9.4,"11,520"
9788956052922,582,9.4,"13,500"
9788956052762,"1,044",9.0,"11,520"
9788956052656,,9.8,"8,550"
9788956051918,102,5.0,"10,800"
9788956051734,"1,350",10.0,"10,800"
9788956029054,234,9.8,"8,820"
9788956029047,204,9.3,"8,820"
9788956029030,222,9.6,"8,820"
9788956029023,216,10.0,"8,820"
9788956029016,294,9.4,"10,620"
9788956026268,348,9.8,"10,620"
9788956026251,318,10.0,"8,820"
9788956026244,444,9.4,"8,820"
9788956026237,450,9.5,"8,820"
9788956026220,894,9.1,"8,820"
9788956017563,24,9.0,"14,400"
9788956013404,,9.8,"13,500"
9788955967531,204,9.8,"14,400"
9788955967371,"4,599",9.0,"13,500"
9788955965681,,7.4,"10,800"
9788955962512,372,8.2,"11,400"
9788955889871,96,10.0,"11,700"
9788955889710,594,10.0,"11,700"
9788955889697,192,10.0,"10,800"
9788955889659,"4,974",9.9,"11,700"
9788955889635,648,10.0,"11,700"
9788955889604,144,9.4,"10,080"
9788955889574,726,9.9,"9,000"
9788955889567,294,9.7,"9,000"
9788955889543,84,9.7,"11,700"
9788955889536,366,10.0,"16,200"
9788955889529,156,9.9,"13,320"
9788955889505,390,9.7,"10,800"
9788955889499,600,9.6,"10,080"
9788955889482,72,9.9,"11,700"
9788955889475,222,10.0,"10,080"
9788955889451,276,9.9,"11,700"
9788955889444,"2,406",9.9,"11,700"
9788955889369,"8,673",9.8,"16,200"
9788955889338,270,10.0,"10,800"
9788955883688,48,10.0,"11,700"
9788955883640,138,9.8,"10,800"
9788955883633,678,10.0,"16,200"
9788955883619,,9.6,"13,500"
9788955883602,384,9.7,"22,500"
9788955883565,834,9.7,"10,800"
9788955883503,,,"12,600"
9788955883480,24,9.9,"10,800"
9788955883404,"14,496",9.3,"16,200"
9788955883398,"12,651",9.4,"16,200"
9788955883374,,9.2,"9,900"
9788955883336,,9.7,"9,000"
9788955883268,,10.0,"10,800"
9788955883244,"1,980",9.6,"13,500"
9788955883169,"5,328",9.9,"9,900"
9788955883077,12,9.2,"10,800"
9788955882810,,8.7,"10,800"
9788955882797,,9.6,"9,900"
9788955882759,,9.5,"9,900"
9788955882636,,9.2,"13,500"
9788955882582,312,9.3,"11,700"
9788955882551,"1,875",9.7,"16,200"
9788955882452,624,8.6,"10,800"
9788955882407,,9.7,"9,900"
9788955882360,36,9.1,"9,000"
9788955881936,"1,362",9.6,"10,800"
9788955881844,,9.6,"9,900"
9788955881486,,,
9788955866834,72,,"17,100"
9788955865431,354,10.0,"10,800"
9788955856279,,9.8,"7,200"
9788955856262,,9.3,"7,200"
9788955856255,,9.6,"7,200"
9788955856248,,9.6,"7,200"
9788955856231,,9.5,"7,200"
9788955826302,414,9.8,"12,350"
9788955826289,468,9.8,"13,300"
9788955826197,"2,184",9.9,"13,300"
9788955826180,468,9.9,"14,250"
9788955826173,120,10.0,"13,300"
9788955826067,66,10.0,"12,350"
9788955826050,,10.0,"17,100"
9788955826043,180,9.8,"16,150"
9788955826036,540,10.0,"12,350"
9788955826005,114,10.0,"19,950"
9788955825961,"7,518",10.0,"11,700"
9788955825954,666,10.0,"12,350"
9788955825930,120,10.0,"12,350"
9788955825916,,9.8,"12,350"
9788955825893,"4,287",9.8,"11,700"
9788955825862,"1,764",10.0,"12,350"
9788955825855,510,9.8,"12,350"
9788955825817,,9.8,"12,350"
9788955825800,258,9.9,"16,150"
9788955825763,"2,976",9.8,"9,020"
9788955825749,270,10.0,"15,200"
9788955825732,246,10.0,"12,350"
9788955825725,"11,346",9.8,"12,600"
9788955825695,570,10.0,"10,450"
9788955825688,12,10.0,"12,350"
9788955825671,,9.8,"12,350"
9788955825664,156,9.6,"9,020"
9788955825640,894,9.9,"13,500"
9788955825596,876,9.6,"12,350"
9788955825572,"5,145",9.6,"12,600"
9788955825565,"1,032",9.5,"13,300"
9788955825497,462,9.8,"12,350"
9788955825459,"2,658",9.9,"13,300"
9788955825312,72,,"9,020"
9788955825305,741,9.0,"12,350"
9788955825299,978,9.9,"12,350"
9788955825275,24,10.0,"11,400"
9788955825268,"1,818",10.0,"15,200"
9788955825190,324,10.0,"12,350"
9788955825183,246,10.0,"14,250"
9788955824995,"1,350",9.1,"13,300"
9788955824988,"3,528",10.0,"12,600"
9788955824964,"1,905",9.7,"11,700"
9788955824940,108,9.8,"12,350"
9788955824896,"5,460",9.8,"12,600"
9788955824889,"1,722",9.8,"12,350"
9788955824841,36,10.0,"19,950"
9788955824797,306,9.6,"12,350"
9788955824759,"1,056",9.8,"10,450"
9788955824667,"1,134",10.0,"12,350"
9788955824643,144,10.0,"11,400"
9788955824476,"5,946",9.5,"12,600"
9788955824407,72,8.8,"12,350"
9788955824384,"5,166",9.4,"11,700"
9788955824360,132,9.5,"13,110"
9788955824223,288,9.3,"11,400"
9788955824209,204,9.8,"11,400"
9788955824186,366,9.8,"15,200"
9788955824117,"3,030",9.9,"12,350"
9788955824100,,9.7,"27,550"
9788955824063,414,9.6,"11,400"
9788955824056,324,9.4,"11,400"
9788955824032,276,9.5,"11,400"
9788955824025,,9.3,"11,400"
9788955824018,,,
9788955823998,930,9.7,"12,350"
9788955823981,"2,160",10.0,"13,300"
9788955823974,,9.7,"11,400"
9788955823967,,9.5,"11,400"
9788955823950,,9.4,"11,400"
9788955823905,"2,382",9.8,"12,350"
9788955823882,657,9.9,"10,450"
9788955823875,"7,260",9.9,"12,600"
9788955823868,"1,650",9.6,"12,350"
9788955823806,,9.7,"10,450"
9788955823790,144,9.8,"12,350"
9788955823707,"12,582",9.8,"12,600"
9788955823684,"1,809",9.6,"12,350"
9788955823646,,9.8,"11,400"
9788955823639,,,
9788955823622,,9.6,"12,350"
9788955823615,,9.4,"11,400"
9788955823608,"2,223",9.7,"11,700"
9788955823578,456,9.3,"12,350"
9788955823554,456,9.5,"12,350"
9788955823516,,9.8,"10,450"
9788955823509,642,9.6,"11,400"
9788955823486,"1,788",9.8,"13,300"
9788955823479,,9.7,"11,400"
9788955823455,12,9.6,"10,450"
9788955823431,477,9.5,"10,450"
9788955823417,384,9.8,"11,400"
9788955823400,108,9.7,"11,400"
9788955823387,120,9.5,"10,450"
9788955823356,12,9.4,"10,450"
